kor,no,url,part
표창,502,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151115/210265/MOV000234566_700X466.mp4,
표창장,4094,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151214/227667/MOV000242416_700X466.mp4,
표현,4574,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191025/630794/MOV000248952_700X466.mp4,
표현,10477,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191025/630790/MOV000254428_700X466.mp4,
표현,10573,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191025/630793/MOV000236022_700X466.mp4,
표현,11465,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191025/630791/MOV000249289_700X466.mp4,
표현,11687,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191025/630792/MOV000236006_700X466.mp4,
표현,12588,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191025/630795/MOV000236750_700X466.mp4,
푯말,60,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151120/213472/MOV000236024_700X466.mp4,
푯말,3834,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151214/227426/MOV000242330_700X466.mp4,
푸다,61,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151120/213473/MOV000236026_700X466.mp4,
푸대접,62,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200812/728285/MOV000236028_700X466.mp4,
푸르다,103,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20190918/615402/MOV000234844_700X466.mp4,
푸에르토리코,10574,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20221018/1041798/MOV000360858_700X466.mp4,
푸짐하다,556,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191022/630193/MOV000236772_700X466.mp4,
푹,471,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151115/210026/MOV000234484_700X466.mp4,
푹,5247,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151231/237905/MOV000247052_700X466.mp4,
푹,5982,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160108/242997/MOV000256419_700X466.mp4,
푹,10561,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151115/210022/MOV000234476_700X466.mp4,
푹,12628,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200819/731445/MOV000242420_700X466.mp4,
푼,4096,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220811/1009629/MOV000359960_700X466.mp4,
풀,63,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151120/213477/MOV000236034_700X466.mp4,
풀,64,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160924/345400/MOV000236037_700X466.mp4,
풀,4097,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191007/624872/MOV000242424_700X466.mp4,
풀,10582,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200819/731427/MOV000255652_700X466.mp4,
풀꽃,4098,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151214/227672/MOV000242426_700X466.mp4,
풀다,1328,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151120/213340/MOV000235958_700X466.mp4,
풀다,4132,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191007/624859/MOV000242428_700X466.mp4,
풀다,4920,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151218/230099/MOV000243518_700X466.mp4,
풀다,5294,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220811/1009644/MOV000359975_700X466.mp4,
풀다,9732,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160924/346938/MOV000260278_700X466.mp4,
풀다,9892,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160110/243725/MOV000257856_700X466.mp4,
풀다,10575,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151120/213481/MOV000236041_700X466.mp4,
풀다,11689,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151120/213480/MOV000236039_700X466.mp4,
풀다,12265,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160106/241350/MOV000253161_700X466.mp4,
풀다,12925,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160107/241908/MOV000254266_700X466.mp4,
풀다운메뉴,15839,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/272248/MOV000273493_700X466.mp4,
풀려나다,10512,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200825/735718/MOV000246840_700X466.mp4,
풀밭,4133,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151214/227674/MOV000242430_700X466.mp4,
풀숲,4134,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151214/227675/MOV000242432_700X466.mp4,
풀어쓰기,20779,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/290360/MOV000288764_700X466.mp4,명사
풀이,1328,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151120/213340/MOV000235958_700X466.mp4,
풀이,4920,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151218/230099/MOV000243518_700X466.mp4,
풀이,5294,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220811/1009644/MOV000359975_700X466.mp4,
풀이,9732,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160924/346938/MOV000260278_700X466.mp4,
풀이,9892,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160110/243725/MOV000257856_700X466.mp4,
풀이,10575,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151120/213481/MOV000236041_700X466.mp4,
풀이,12265,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160106/241350/MOV000253161_700X466.mp4,
풀이,12925,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160107/241908/MOV000254266_700X466.mp4,
풀잎,4135,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151214/227676/MOV000242434_700X466.mp4,
품,65,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151120/213483/MOV000236045_700X466.mp4,
품,6096,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191011/626590/MOV000252866_700X466.mp4,
품,11684,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200825/735422/MOV000234576_700X466.mp4,
품,11690,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151120/213482/MOV000236043_700X466.mp4,
품,12736,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191011/626591/MOV000252151_700X466.mp4,
품다,5295,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151231/237916/MOV000247074_700X466.mp4,
품다,11684,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200825/735422/MOV000234576_700X466.mp4,
품사,66,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151120/213484/MOV000236047_700X466.mp4,
품사,20780,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/286654/MOV000288767_700X466.mp4,명사
품사론,20781,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/286655/MOV000288770_700X466.mp4,명사
품사분류,20782,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/286656/MOV000288774_700X466.mp4,
품사전성,20783,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/286657/MOV000288778_700X466.mp4,
품사전성법,20784,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/286658/MOV000288782_700X466.mp4,
품사체계,20785,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/286659/MOV000288787_700X466.mp4,
품삯,67,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200813/728927/MOV000245748_700X466.mp4,
품성,5311,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/284590/MOV000281932_700X466.mp4,
품위,68,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151121/213608/MOV000236051_700X466.mp4,
품종,4136,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151214/227677/MOV000242436_700X466.mp4,
품질,78,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151121/213609/MOV000236053_700X466.mp4,
품질,5311,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/284590/MOV000281932_700X466.mp4,
품행,905,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20190918/615441/MOV000237394_700X466.mp4,
풋사과,4138,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200820/732181/MOV000242440_700X466.mp4,
풍경,4166,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151217/229602/MOV000243316_700X466.mp4,
풍경,6926,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191028/631947/MOV000249934_700X466.mp4,
풍경,11231,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191028/631948/MOV000240807_700X466.mp4,
풍경,11473,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191028/631946/MOV000249984_700X466.mp4,
풍경,11691,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191028/631949/MOV000236057_700X466.mp4,
풍금,10000,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151121/213612/MOV000236059_700X466.mp4,
풍금,10835,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160924/345956/MOV000256455_700X466.mp4,
풍기다,79,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151121/213613/MOV000236061_700X466.mp4,
풍년,80,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151120/213585/MOV000236063_700X466.mp4,
풍랑,5296,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151231/237917/MOV000247076_700X466.mp4,
풍력,4139,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151214/227680/MOV000242442_700X466.mp4,
풍문,81,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151120/213586/MOV000236065_700X466.mp4,
풍부,556,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191022/630193/MOV000236772_700X466.mp4,
풍부하다,4095,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191022/630193/MOV000236772_700X466.mp4,
풍선,82,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20201210/784421/MOV000356876_700X466.mp4,
풍성하다,10001,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151120/213589/MOV000236071_700X466.mp4,
풍속,83,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151120/213590/MOV000236073_700X466.mp4,
풍속범,790,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151124/215402/MOV000236902_700X466.mp4,
풍습,84,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151120/213591/MOV000236075_700X466.mp4,
풍요롭다,4140,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151214/227681/MOV000242444_700X466.mp4,
풍차,85,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151120/213592/MOV000236077_700X466.mp4,
풍채,5297,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151231/237918/MOV000247078_700X466.mp4,
풍파,10002,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151120/213593/MOV000236079_700X466.mp4,
프라이드,7917,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160108/242744/MOV000255924_700X466.mp4,
프라이드,10513,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200824/735242/MOV000246842_700X466.mp4,
프랑스,86,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20221107/1049651/MOV000361250_700X466.mp4,
프랑스,23914,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20221014/1040303/MOV000360705_700X466.mp4,
프랑스어,5534,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20221020/1042751/MOV000361018_700X466.mp4,
프레젠테이션,15840,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/272249/MOV000273495_700X466.mp4,
프로,70,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200821/733512/MOV000236091_700X466.mp4,
프로,5299,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151231/237920/MOV000247082_700X466.mp4,
프로그래머,15841,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/272250/MOV000273498_700X466.mp4,
프로그래밍,15842,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/272251/MOV000273502_700X466.mp4,
프로그램,9281,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191025/630937/MOV000236084_700X466.mp4,
프로그램,9422,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191025/630934/MOV000260416_700X466.mp4,
프로그램,10762,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191025/630930/MOV000253300_700X466.mp4,
프로그램,12274,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191025/630932/MOV000253296_700X466.mp4,
프로그램,12275,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191025/630933/MOV000253304_700X466.mp4,
프로그램,12333,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191025/630936/MOV000259301_700X466.mp4,
프로그램,12594,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191025/630931/MOV000243596_700X466.mp4,
프로그램,15843,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/272252/MOV000273505_700X466.mp4,
프로레슬링,9282,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151120/213597/MOV000236086_700X466.mp4,
프로토콜,15844,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/272253/MOV000273507_700X466.mp4,
프로판가스,69,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151120/213599/MOV000236089_700X466.mp4,
프로페셔널,70,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200821/733512/MOV000236091_700X466.mp4,
프로페셔널,5299,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151231/237920/MOV000247082_700X466.mp4,
프리미어,15845,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/272353/MOV000273511_700X466.mp4,
프리웨어,15846,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/272354/MOV000273514_700X466.mp4,
프리챌,15847,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/272355/MOV000273518_700X466.mp4,
프린터,4831,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151213/227155/MOV000242184_700X466.mp4,
프린터,5300,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151231/237921/MOV000247084_700X466.mp4,
프린터,15848,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/272356/MOV000273521_700X466.mp4,
프린터드라이버,15849,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/272357/MOV000273524_700X466.mp4,
프린터서버,15850,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/272358/MOV000273527_700X466.mp4,
프린트,9286,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200824/735009/MOV000236093_700X466.mp4,
프린트스크린키,15851,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/272359/MOV000273530_700X466.mp4,
플라스틱,71,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151121/213602/MOV000236095_700X466.mp4,
플라스틱,6474,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220801/1004858/MOV000359730_700X466.mp4,
플래시,72,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151121/213603/MOV000236097_700X466.mp4,
플래시,15852,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/272360/MOV000273535_700X466.mp4,
플래시,23988,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151121/213604/MOV000236098_700X466.mp4,
플래카드,73,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151121/213605/MOV000236100_700X466.mp4,
플랫폼,74,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20221014/1040391/MOV000360788_700X466.mp4,
플러그,15853,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/272361/MOV000273537_700X466.mp4,
플러그엔플레이,15854,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/272362/MOV000273539_700X466.mp4,
플러스,9287,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151121/213607/MOV000236104_700X466.mp4,
플러스,12765,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220811/1009740/MOV000360037_700X466.mp4,
플로차트,15855,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/272363/MOV000273543_700X466.mp4,
플로터,15856,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/272364/MOV000273546_700X466.mp4,
피,75,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20221019/1042330/MOV000360961_700X466.mp4,
피,994,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151126/217045/MOV000237612_700X466.mp4,
피,9951,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160924/346386/MOV000259459_700X466.mp4,
피고,756,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/255522/MOV000266641_700X466.mp4,
피고,816,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/255521/MOV000266638_700X466.mp4,
피고소인,756,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/255522/MOV000266641_700X466.mp4,
피고소인,816,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/255521/MOV000266638_700X466.mp4,
피고인,757,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151124/215532/MOV000236964_700X466.mp4,
피곤,76,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151121/213714/MOV000236108_700X466.mp4,
피곤,9289,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151121/213718/MOV000236116_700X466.mp4,
피곤,9853,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160110/244006/MOV000258403_700X466.mp4,
피곤,11560,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160105/240838/MOV000252153_700X466.mp4,
피곤,12438,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200819/731444/MOV000250100_700X466.mp4,
피곤,12556,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151208/223831/MOV000240687_700X466.mp4,
피난,9999,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151121/213715/MOV000236110_700X466.mp4,
피난소,5301,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220811/1009646/MOV000359977_700X466.mp4,
피난처,5301,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220811/1009646/MOV000359977_700X466.mp4,
피다,3527,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151219/230889/MOV000243910_700X466.mp4,
피다,6849,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191015/627617/MOV000250453_700X466.mp4,
피다,9288,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151121/213716/MOV000236112_700X466.mp4,
피동,20786,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/286660/MOV000288791_700X466.mp4,명사
피동문,20787,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/286661/MOV000288794_700X466.mp4,명사
피동법,20788,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/286662/MOV000288798_700X466.mp4,명사
피동사,20789,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/286663/MOV000288802_700X466.mp4,명사
피동접미사,20790,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/286664/MOV000288806_700X466.mp4,
피동표현,20791,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/286665/MOV000288812_700X466.mp4,
피동형,20792,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/286666/MOV000288816_700X466.mp4,명사
피드백,15857,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/272365/MOV000273550_700X466.mp4,
피디에이,15858,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/272366/MOV000273553_700X466.mp4,
피라미드,77,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151121/213717/MOV000236114_700X466.mp4,
피로,76,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151121/213714/MOV000236108_700X466.mp4,
피로,9289,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151121/213718/MOV000236116_700X466.mp4,
피로,9853,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160110/244006/MOV000258403_700X466.mp4,
피로,12438,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200819/731444/MOV000250100_700X466.mp4,
피로,12556,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151208/223831/MOV000240687_700X466.mp4,
피로하다,11560,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160105/240838/MOV000252153_700X466.mp4,
피뢰침,1408,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151121/213719/MOV000236118_700X466.mp4,
피리,10290,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151121/213720/MOV000236120_700X466.mp4,
피부,1409,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/267720/MOV000271785_700X466.mp4,
피부색,3358,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151214/227794/MOV000242472_700X466.mp4,
피서,1410,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151121/213722/MOV000236124_700X466.mp4,
피서,12073,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220811/1009690/MOV000360000_700X466.mp4,
피서지,3359,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20221021/1043154/MOV000361077_700X466.mp4,
피수식어,20793,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/286667/MOV000288820_700X466.mp4,
피수식어,20793,http://sldict.korean.go.kr/multimedia/multimedia_files,명사
피신,1411,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151121/213723/MOV000236126_700X466.mp4,
피신,6832,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200821/733619/MOV000249888_700X466.mp4,
피신,9291,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151121/213726/MOV000236132_700X466.mp4,
피신,12520,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151210/225240/MOV000241327_700X466.mp4,
피신,24027,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160924/346603/MOV000260433_700X466.mp4,
피아노,10291,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191025/630755/MOV000236128_700X466.mp4,
피아니스트,8814,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160924/344599/MOV000242476_700X466.mp4,
피아니스트,8815,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20221018/1041871/MOV000360921_700X466.mp4,
피에스피,15859,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/272466/MOV000273556_700X466.mp4,
피의자,8661,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160924/345784/MOV000236966_700X466.mp4,
피의자,8662,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220812/1010135/MOV000360121_700X466.mp4,
피임,1412,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151121/213725/MOV000236130_700X466.mp4,
피자,4167,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191007/624868/MOV000243318_700X466.mp4,
피장파장,5754,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191101/633201/MOV000260332_700X466.mp4,
피차,10515,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200811/727718/MOV000247162_700X466.mp4,
피클,4168,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151217/229604/MOV000243320_700X466.mp4,
피투피,15860,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/272467/MOV000273560_700X466.mp4,
피트니스센터,8840,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20221018/1041868/MOV000360918_700X466.mp4,
피트니스클럽,8840,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20221018/1041868/MOV000360918_700X466.mp4,
피하다,1411,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151121/213723/MOV000236126_700X466.mp4,
피하다,6832,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200821/733619/MOV000249888_700X466.mp4,
피하다,9291,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151121/213726/MOV000236132_700X466.mp4,
피하다,12520,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151210/225240/MOV000241327_700X466.mp4,
피하다,24027,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160924/346603/MOV000260433_700X466.mp4,
피해,4966,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151218/230113/MOV000243546_700X466.mp4,
피해,9292,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151121/213727/MOV000236134_700X466.mp4,
피해,12624,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200825/735440/MOV000238781_700X466.mp4,
피해액,5755,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151230/237407/MOV000246848_700X466.mp4,
피해자,758,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20201210/784463/MOV000356893_700X466.mp4,
피혁,1413,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151121/213728/MOV000236136_700X466.mp4,
피혁,12247,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191029/632318/MOV000254392_700X466.mp4,
핀,1414,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151121/213729/MOV000236138_700X466.mp4,
핀란드,9293,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20221101/1047314/MOV000361217_700X466.mp4,
핀셋,1415,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151121/213731/MOV000236142_700X466.mp4,
필경,10292,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151121/213732/MOV000236144_700X466.mp4,
필기,8318,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191021/629655/MOV000255683_700X466.mp4,
필기,8787,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191021/629653/MOV000242758_700X466.mp4,
필기,9418,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191021/629654/MOV000235269_700X466.mp4,
필기,11325,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191021/629652/MOV000242478_700X466.mp4,
필담,1416,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151121/213733/MOV000236146_700X466.mp4,
필독,4193,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151231/238051/MOV000247164_700X466.mp4,
필드,15861,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/272468/MOV000273563_700X466.mp4,
필름,1417,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20201023/764364/MOV000236148_700X466.mp4,
필리핀,1418,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20221101/1047290/MOV000361196_700X466.mp4,
필리핀,23915,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20221101/1047374/MOV000361245_700X466.mp4,
필생,477,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151115/210132/MOV000234498_700X466.mp4,
필생,1241,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20221013/1039341/MOV000360358_700X466.mp4,
필생,1407,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151122/214237/MOV000236356_700X466.mp4,
필생,6510,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160106/241329/MOV000253119_700X466.mp4,
필생,8299,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160107/242301/MOV000255047_700X466.mp4,
